8.410198725159354627e-01,5.736782902137232965e-02,1.237345331833520842e-02,1.499812523434570751e-03,1.874765654293213384e-03,8.998875140607424938e-03,7.499062617172853754e-04,1.499812523434570751e-03,1.874765654293213384e-03,8.248968878890138370e-03,6.449193850768654424e-02
1.458752515090543378e-01,6.961770623742454811e-01,7.142857142857142461e-02,1.408450704225352144e-02,1.006036217303822936e-02,2.716297786720322030e-02,4.024144869215292089e-03,0.000000000000000000e+00,3.018108651911468633e-03,1.207243460764587453e-02,1.609657947686116836e-02
8.172043010752688685e-02,1.247311827956989194e-01,5.720430107526881525e-01,1.053763440860215062e-01,3.010752688172043182e-02,5.591397849462365760e-02,0.000000000000000000e+00,2.150537634408602149e-03,0.000000000000000000e+00,6.451612903225806446e-03,2.150537634408602322e-02
6.486486486486486847e-02,8.108108108108108558e-02,1.837837837837837940e-01,4.810810810810811078e-01,5.405405405405405705e-02,1.027027027027027084e-01,0.000000000000000000e+00,5.405405405405405705e-03,0.000000000000000000e+00,1.081081081081081141e-02,1.621621621621621712e-02
5.217391304347825803e-02,6.956521739130434867e-02,1.043478260869565161e-01,5.217391304347825803e-02,3.826086956521739246e-01,2.695652173913043459e-01,0.000000000000000000e+00,8.695652173913043584e-03,2.608695652173912902e-02,0.000000000000000000e+00,3.478260869565217434e-02
4.389312977099236318e-02,5.916030534351145176e-02,7.442748091603053340e-02,1.908396946564885552e-02,4.580152671755725186e-02,7.194656488549617812e-01,5.725190839694656482e-03,3.816793893129770843e-03,5.725190839694656482e-03,5.725190839694656482e-03,1.717557251908397031e-02
1.344086021505376365e-02,2.688172043010752903e-03,0.000000000000000000e+00,5.376344086021505805e-03,0.000000000000000000e+00,1.612903225806451568e-02,8.897849462365591267e-01,5.913978494623656212e-02,2.688172043010752903e-03,2.688172043010752903e-03,8.064516129032257841e-03
9.478672985781991245e-03,9.478672985781991245e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.739336492890995622e-03,4.739336492890995622e-03,8.530805687203792120e-02,7.582938388625591886e-01,8.530805687203792120e-02,4.265402843601896060e-02,0.000000000000000000e+00
1.126760563380281750e-02,2.816901408450704376e-03,2.816901408450704376e-03,2.816901408450704376e-03,2.816901408450704376e-03,2.816901408450704376e-03,1.408450704225352144e-02,4.507042253521127001e-02,7.774647887323943296e-01,1.239436619718309873e-01,1.408450704225352144e-02
2.083333333333333218e-02,7.352941176470588133e-03,2.450980392156862711e-03,0.000000000000000000e+00,1.225490196078431356e-03,4.901960784313725422e-03,3.676470588235294067e-03,1.225490196078431356e-02,5.269607843137254916e-02,7.855392156862744946e-01,1.090686274509803932e-01
8.640674394099051581e-02,6.849315068493150305e-03,3.688092729188619662e-03,3.688092729188619662e-03,1.580611169652265538e-03,6.849315068493150305e-03,3.688092729188619662e-03,1.580611169652265538e-03,4.214963119072707813e-03,4.636459430979979202e-02,8.350895679662803106e-01
