4.477611940298507620e-01,3.731343283582089776e-01,5.970149253731343170e-02,7.462686567164178442e-02,1.492537313432835792e-02,1.492537313432835792e-02,0.000000000000000000e+00,1.492537313432835792e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.588438308886971406e-02,7.049180327868852514e-01,2.018981880931837725e-01,5.263157894736841813e-02,8.628127696289905266e-03,1.725625539257981097e-03,2.588438308886971320e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.628127696289905483e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.628127696289905483e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.581395348837209142e-02,9.255813953488371826e-02,7.218604651162791042e-01,1.604651162790697583e-01,6.976744186046511531e-03,4.651162790697674679e-04,4.651162790697674679e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.651162790697674679e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.651162790697674679e-04,0.000000000000000000e+00,4.651162790697674679e-04
1.184032476319350422e-02,3.416779431664411504e-02,1.004736129905277470e-01,7.692828146143436685e-01,7.476319350473613345e-02,7.104194857916103049e-03,1.353179972936400643e-03,0.000000000000000000e+00,3.382949932341001607e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.382949932341001607e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.382949932341001607e-04,0.000000000000000000e+00
1.202886928628708885e-02,2.806736166800320731e-02,2.886928628708901323e-02,1.331194867682437832e-01,7.048917401764234203e-01,7.698476343223736862e-02,8.821170809943865154e-03,1.603849238171611846e-03,8.019246190858059231e-04,1.603849238171611846e-03,0.000000000000000000e+00,8.019246190858059231e-04,8.019246190858059231e-04,0.000000000000000000e+00,1.603849238171611846e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.319654427645788601e-03,1.727861771058315440e-02,1.511879049676025967e-02,6.047516198704103868e-02,1.295896328293736632e-01,6.133909287257018894e-01,9.071274298056156149e-02,2.807775377969762287e-02,1.511879049676025967e-02,1.079913606911447020e-02,2.159827213822894301e-03,2.159827213822894301e-03,2.159827213822894301e-03,2.159827213822894301e-03,4.319654427645788601e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.159827213822894301e-03
5.714285714285714281e-03,2.285714285714285712e-02,4.571428571428571425e-02,4.000000000000000083e-02,9.142857142857142849e-02,1.428571428571428492e-01,4.799999999999999822e-01,6.857142857142857484e-02,6.285714285714286143e-02,1.142857142857142856e-02,0.000000000000000000e+00,5.714285714285714281e-03,0.000000000000000000e+00,5.714285714285714281e-03,0.000000000000000000e+00,5.714285714285714281e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.142857142857142856e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.761904761904761640e-02,6.349206349206348854e-02,9.523809523809523281e-02,1.746031746031745935e-01,4.126984126984126755e-01,7.936507936507936067e-02,1.587301587301587213e-02,3.174603174603174427e-02,0.000000000000000000e+00,1.587301587301587213e-02,3.174603174603174427e-02,3.174603174603174427e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.278688524590164105e-02,6.557377049180328210e-02,1.639344262295082053e-02,4.918032786885245811e-02,4.918032786885245811e-02,1.311475409836065642e-01,4.918032786885245811e-02,4.426229508196721230e-01,1.639344262295082053e-02,8.196721311475409222e-02,1.639344262295082053e-02,3.278688524590164105e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.639344262295082053e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.250000000000000000e-02,6.250000000000000000e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.250000000000000000e-02,2.500000000000000000e-01,1.875000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.250000000000000000e-01,6.250000000000000000e-02,6.250000000000000000e-02,6.250000000000000000e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.250000000000000000e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.545454545454545581e-02,4.545454545454545581e-02,9.090909090909091161e-02,4.545454545454545581e-02,4.545454545454545581e-02,4.545454545454545581e-02,0.000000000000000000e+00,9.090909090909091161e-02,9.090909090909091161e-02,3.636363636363636465e-01,9.090909090909091161e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.545454545454545581e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
