6.250000000000000000e-01,1.607142857142857262e-01,8.928571428571428770e-02,1.785714285714285615e-02,5.357142857142856845e-02,1.785714285714285615e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.785714285714285615e-02,1.785714285714285615e-02
1.406250000000000000e-01,6.406250000000000000e-01,1.250000000000000000e-01,4.687500000000000000e-02,0.000000000000000000e+00,1.562500000000000000e-02,1.562500000000000000e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.562500000000000000e-02
1.986754966887417304e-02,3.311258278145695622e-02,7.218543046357616122e-01,1.192052980132450313e-01,6.622516556291391243e-02,2.649006622516556289e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.622516556291390723e-03,0.000000000000000000e+00,6.622516556291390723e-03
0.000000000000000000e+00,3.412969283276450546e-03,3.754266211604095904e-02,6.757679180887371517e-01,2.218430034129692807e-01,4.778156996587031025e-02,6.825938566552901092e-03,3.412969283276450546e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.412969283276450546e-03
1.121076233183856486e-03,0.000000000000000000e+00,8.968609865470851886e-03,4.708520179372197023e-02,7.926008968609865590e-01,1.311659192825112008e-01,1.233183856502242069e-02,2.242152466367712971e-03,0.000000000000000000e+00,2.242152466367712971e-03,2.242152466367712971e-03
3.125000000000000173e-03,1.041666666666666652e-03,4.166666666666666609e-03,1.562500000000000000e-02,9.375000000000000000e-02,8.052083333333333037e-01,6.145833333333333010e-02,5.208333333333333044e-03,3.125000000000000173e-03,0.000000000000000000e+00,7.291666666666666782e-03
4.366812227074235581e-03,4.366812227074235581e-03,1.310043668122270674e-02,1.310043668122270674e-02,5.676855895196506602e-02,1.572052401746724948e-01,6.244541484716157331e-01,8.733624454148471161e-02,4.366812227074235581e-03,4.366812227074235581e-03,3.056768558951964906e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.197802197802197974e-02,3.296703296703296787e-02,8.791208791208791895e-02,1.978021978021977934e-01,5.494505494505494969e-01,4.395604395604395948e-02,1.098901098901098987e-02,5.494505494505494414e-02
0.000000000000000000e+00,0.000000000000000000e+00,5.882352941176470507e-02,0.000000000000000000e+00,1.176470588235294101e-01,1.176470588235294101e-01,1.764705882352941291e-01,1.176470588235294101e-01,1.176470588235294101e-01,2.352941176470588203e-01,5.882352941176470507e-02
3.030303030303030387e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.060606060606060774e-02,3.030303030303030387e-02,3.030303030303030387e-02,1.212121212121212155e-01,6.060606060606060774e-02,4.545454545454545303e-01,2.121212121212121271e-01
0.000000000000000000e+00,1.176470588235294101e-02,0.000000000000000000e+00,1.176470588235294101e-02,1.176470588235294101e-02,5.882352941176470507e-02,3.529411764705882304e-02,1.176470588235294101e-01,3.529411764705882304e-02,9.411764705882352811e-02,6.235294117647058876e-01
