9.358974358974359031e-01,1.282051282051282007e-02,1.282051282051282007e-02,1.282051282051282007e-02,0.000000000000000000e+00,1.282051282051282007e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.282051282051282007e-02,0.000000000000000000e+00
6.666666666666666574e-02,6.444444444444444864e-01,1.111111111111111049e-01,6.666666666666666574e-02,2.222222222222222307e-02,0.000000000000000000e+00,2.222222222222222307e-02,2.222222222222222307e-02,2.222222222222222307e-02,0.000000000000000000e+00,2.222222222222222307e-02,0.000000000000000000e+00
0.000000000000000000e+00,3.305785123966942241e-02,7.768595041322313710e-01,1.157024793388429784e-01,4.132231404958677801e-02,8.264462809917355601e-03,8.264462809917355601e-03,8.264462809917355601e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.264462809917355601e-03
0.000000000000000000e+00,6.097560975609756309e-03,2.439024390243902524e-02,7.540650406504064707e-01,1.626016260162601590e-01,2.032520325203251987e-02,1.422764227642276356e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.065040650406504495e-03,0.000000000000000000e+00,1.422764227642276356e-02
0.000000000000000000e+00,0.000000000000000000e+00,2.286236854138088900e-03,3.520804755372656386e-02,8.070416095107453280e-01,1.060813900320073111e-01,2.149062642889803393e-02,7.773205304069501394e-03,2.286236854138088900e-03,2.286236854138088900e-03,3.200731595793324027e-03,1.234567901234567833e-02
4.380201489268506260e-04,0.000000000000000000e+00,4.380201489268506260e-04,2.628120893561103864e-03,9.461235216819974259e-02,7.862461673236968984e-01,6.570302233902759748e-02,1.839684625492772618e-02,8.322382829610161514e-03,3.942181340341655363e-03,3.942181340341655363e-03,1.533070521243977240e-02
0.000000000000000000e+00,1.526717557251908381e-03,1.526717557251908381e-03,3.053435114503816761e-03,5.648854961832060900e-02,2.580152671755724936e-01,5.190839694656488312e-01,7.786259541984733024e-02,3.053435114503816675e-02,1.374045801526717521e-02,6.106870229007633523e-03,3.206106870229007838e-02
4.310344827586206837e-03,4.310344827586206837e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.017241379310344959e-02,2.025862068965517127e-01,2.500000000000000000e-01,3.362068965517241437e-01,4.310344827586207184e-02,3.448275862068965469e-02,1.293103448275862051e-02,8.189655172413792816e-02
0.000000000000000000e+00,1.652892561983471120e-02,8.264462809917355601e-03,0.000000000000000000e+00,4.958677685950413361e-02,1.652892561983471120e-01,1.157024793388429784e-01,1.239669421487603340e-01,2.809917355371900904e-01,1.074380165289256228e-01,1.652892561983471120e-02,1.157024793388429784e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.030927835051546372e-02,3.092783505154639290e-02,8.247422680412370977e-02,1.340206185567010266e-01,1.134020618556701027e-01,1.134020618556701027e-01,2.989690721649484462e-01,9.278350515463917869e-02,1.237113402061855716e-01
1.515151515151515194e-02,0.000000000000000000e+00,1.515151515151515194e-02,0.000000000000000000e+00,4.545454545454545581e-02,7.575757575757575968e-02,1.212121212121212155e-01,1.060606060606060635e-01,7.575757575757575968e-02,1.212121212121212155e-01,2.575757575757575690e-01,1.666666666666666574e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.092896174863387977e-02,3.825136612021858007e-02,7.650273224043716014e-02,8.196721311475409222e-02,5.737704918032787010e-02,4.371584699453551909e-02,6.010928961748633614e-02,3.551912568306010709e-02,5.956284153005464432e-01
