9.333333333333333481e-01,1.666666666666666644e-02,1.666666666666666644e-02,0.000000000000000000e+00,3.333333333333333287e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333287e-02,0.000000000000000000e+00,8.333333333333333703e-01,1.000000000000000056e-01,3.333333333333333287e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.677419354838709409e-02,6.290322580645161255e-01,1.290322580645161255e-01,4.838709677419354704e-02,3.225806451612903136e-02,1.612903225806451568e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.838709677419354704e-02
2.785515320334261847e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.342618384401114390e-02,8.272980501392758201e-01,1.142061281337047318e-01,1.392757660167130880e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.785515320334261847e-03,2.785515320334261847e-03,2.785515320334261847e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.427184466019417265e-03,4.490291262135922418e-02,8.713592233009708199e-01,6.553398058252427050e-02,4.854368932038834530e-03,1.213592233009708633e-03,1.213592233009708633e-03,0.000000000000000000e+00,8.495145631067960862e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.896551724137930939e-03,1.379310344827586188e-02,1.275862068965517293e-01,7.965517241379310720e-01,2.413793103448275829e-02,3.448275862068965469e-03,1.379310344827586188e-02,0.000000000000000000e+00,1.379310344827586188e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.857142857142857054e-02,1.142857142857142821e-01,2.857142857142856984e-01,4.571428571428571286e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.857142857142857054e-02,8.571428571428571508e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.222222222222222099e-01,1.111111111111111049e-01,2.222222222222222099e-01,0.000000000000000000e+00,1.111111111111111049e-01,3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.250000000000000000e-02,0.000000000000000000e+00,6.250000000000000000e-02,1.250000000000000000e-01,6.250000000000000000e-02,0.000000000000000000e+00,5.625000000000000000e-01,6.250000000000000000e-02,6.250000000000000000e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.500000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.122448979591836593e-02,1.428571428571428492e-01,8.163265306122448328e-02,1.020408163265306145e-01,6.122448979591836593e-02,2.040816326530612082e-02,4.081632653061224164e-02,4.897959183673469274e-01
