7.535460992907800915e-01,7.535460992907801192e-02,2.393617021276595730e-02,1.329787234042553203e-02,4.432624113475177631e-03,2.216312056737588729e-02,1.773049645390070879e-03,0.000000000000000000e+00,5.319148936170212637e-03,1.329787234042553203e-02,8.687943262411347567e-02
1.736972704714640214e-01,5.632754342431761652e-01,7.940446650124069472e-02,3.473945409429280567e-02,2.233250620347394452e-02,6.451612903225806273e-02,4.962779156327543420e-03,2.481389578163771710e-03,2.481389578163771710e-03,1.240694789081885942e-02,3.970223325062034736e-02
1.276595744680850963e-01,1.648936170212765839e-01,4.574468085106382920e-01,5.851063829787234161e-02,1.595744680851063704e-02,7.978723404255319562e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.063829787234042527e-02,1.063829787234042527e-02,7.446808510638297518e-02
7.079646017699114946e-02,1.238938053097345116e-01,9.734513274336283051e-02,4.778761061946902866e-01,6.194690265486725578e-02,1.061946902654867242e-01,0.000000000000000000e+00,2.654867256637168105e-02,0.000000000000000000e+00,8.849557522123893682e-03,2.654867256637168105e-02
6.451612903225806273e-02,7.526881720430107781e-02,3.225806451612903136e-02,6.451612903225806273e-02,5.161290322580645018e-01,1.505376344086021556e-01,1.075268817204301161e-02,1.075268817204301161e-02,0.000000000000000000e+00,4.301075268817204644e-02,3.225806451612903136e-02
7.746478873239436014e-02,8.802816901408450079e-02,5.281690140845070325e-02,3.873239436619718007e-02,5.281690140845070325e-02,5.950704225352112520e-01,7.042253521126760722e-03,3.521126760563380361e-03,1.408450704225352144e-02,2.816901408450704289e-02,4.225352112676056260e-02
1.036269430051813510e-02,5.181347150259067551e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.181347150259067551e-03,2.072538860103627020e-02,7.668393782383419177e-01,1.088082901554404125e-01,3.626943005181346852e-02,2.590673575129533515e-02,2.072538860103627020e-02
4.273504273504273934e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.273504273504273934e-03,2.136752136752136794e-02,7.264957264957265515e-02,7.307692307692307265e-01,1.410256410256410242e-01,1.282051282051282007e-02,1.282051282051282007e-02
2.195121951219512063e-02,4.878048780487804874e-03,0.000000000000000000e+00,4.878048780487804874e-03,2.439024390243902437e-03,3.414634146341463672e-02,9.756097560975609748e-03,2.926829268292683098e-02,7.317073170731707155e-01,1.317073170731707377e-01,2.926829268292683098e-02
2.553191489361701996e-02,8.510638297872340566e-03,2.836879432624113666e-03,0.000000000000000000e+00,4.255319148936170283e-03,9.929078014184397616e-03,7.092198581560283516e-03,7.092198581560283516e-03,6.382978723404254817e-02,7.319148936170212227e-01,1.390070921985815666e-01
1.183712121212121271e-01,1.515151515151515194e-02,1.136363636363636395e-02,5.681818181818181976e-03,9.469696969696969960e-04,1.704545454545454419e-02,9.469696969696969960e-04,1.893939393939393992e-03,9.469696969696969960e-03,6.060606060606060774e-02,7.585227272727272929e-01
